texto,etiqueta,tipo,origen,,,,,,,
"Si quieren ver maromas, no hace falta ir al circo, solo hace falta escuchar a la Diputada Vianey García de #Morena que en un triple salto no supo cómo responderme por qué la eliminación de pensiones doradas NO incluyó a personajes como Olga Sánchez Cordero o Arturo Zaldívar.",1,explicita,real,,,,,,,
Tanto ofende la ignorancia y estupidez de @USER @USER @USER que alguien que conoce perfectamente de lo que habla ya llegó al punto de tener que señalarlo un poco tarde pero reconocible por @USER es bueno ajustar aunque parezca tarde.,0,neutro o no misogino,real,,,,,,,
¡Morena vs. Morena! Ponen bajo la lupa a Sánchez Cordero por ausentarse de la votación sobre reforma electoral goo.su/hIkF El consejero nacional de @USER solicitó a la Comisión de Honestidad y Justicia que analice la conducta de la ministra en,0,neutro o no misogino,real,,,,,,,
A la mediocre M Olga Sánchez Cordero @USER ya le queda poco tiempo antes de que se la lleve Lucifer! Mejor así!,1,explicita,real,,,,,,,
"¿Se puede reformar la Constitución para cambiar las reglas de la elección judicial aunque estemos en veda legislativa? Van mis dos creminos sobre el tema. El senador @USER y otras personas legisladoras ( @USER , @USER y cía) buscan modificar la",0,neutro o no misogino,real,,,,,,,
"Le pregunto, exministra @USER , ¿tendrá tantita vergüenza de lo que contribuyó usted a convertir el máximo tribunal del país?",0,neutro o no misogino,real,,,,,,,
"Olga Sánchez Cordero y sus ausencias en el Congreso en votaciones clave para la 4T goo.su/sfV9vi4 En la sesión donde se definió el rumbo de la iniciativa de reforma electoral enviada por la presidencia, nuevamente la ministra en retiro, Olga Sánchez Cordero se",0,neutro o no misogino,real,,,,,,,
"Yo creo que sí deberían (además de que podrían). En el hilo intento explicar un poco mis razones. Si la elección es lo que tenemos, que se hagan los ajustes necesarios. Entre estos, cambiar la fecha.",0,neutro o no misogino,real,,,,,,,
"#ReformaElectoralVa con el PLAN B de la presidenta Claudia Sheinbaum. Votaron en contra, el PT, PVEM, PRI, PAN, MC, Morenistas Alejandra Chedraui Peralta, Giselle Arellano Ávila, Santy Montemayor Castillo y ausente Olga Sánchez Cordero. Pagarán en las urnas su osadía.",0,neutro o no misogino,real,,,,,,,
"Es inaceptable que la ministra Lenia Batres haya votado en contra de garantizar prótesis y aparatos auditivos para niñas, niños y adolescentes en el IMSS. Afortunadamente, la Corte resolvió a favor de ellos, pero es inadmisible que una integrante de la Corte anteponga los",0,neutro o no misogino,real,,,,,,,
"Imagínense autoproclamarse la “ministra del pueblo” y terminar jodiéndote a las personas con discapacidad con interpretaciones distorsionadas de la Constitución. Lenia Batres votó en contra de obligar al IMSS a cubrir insumos básicos como aparatos auditivos, prótesis o implantes",0,neutro o no misogino,real,,,,,,,
"Lenia Batres olvida que es Ministra y se convierte en Secretaria de Hacienda. La impresentable @USER defendió al IMSS para que no entregue aparatos auditivos, análisis y demás necesidades a la población bajo el argumento de que no hay dinero. Así está mediocre",0,neutro o no misogino,real,,,,,,,
Que se largué a la chingada el IMSS lo pagamos los derechohabientes así que a nosotros nos dan una mala atención por qué ni hay insumos y seguimos pagando @USER ya te pareces a los delegados de el sindicato protegen al webon drogos borracho pirujas y faltantes basta,0,neutro o no misogino,real,,,,,,,
"En #AztecaNoticias hablamos con hechos. Lo ocurrido en la @USER fue claro: usted @USER votó en contra para otorgar lentes, prótesis y aparatos auditivos a menores y adolescentes, poniendo el dinero por encima del derecho a la salud. Sus palabras fueron explícitas: “no",0,neutro o no misogino,real,,,,,,,
"Solo paso a decirles que: La ""ministra del pueblo"" @USER le acaba de pintar websal Pueblo. Ataviada con mucho rebozo de indígena, la ministra le dice NO, a los apoyos a menores con discapacidad. Pinche miserable!",0,neutro o no misogino,real,,,,,,,
Ahí está tu explicación vieja pendeja @USER,1,explicita,real,,,,,,,
@USER #JergaDelBienestar #MinistraArrabaleraBatres eres y así seguirás siendo #BasuraIInfrahumana,1,explicita,real,,,,,,,
"Que opinan de Lenia Batres la Ministra del pueblo que está en contra de que el IMSS entregue prótesis, lentes y audífonos a menores...? Para que vean que eso de ministra del pueblo es pura ma ma da. Lenia la ministra sin méritos ni virtudes ni conocimiento jurídico. Es 0 ...",0,neutro o no misogino,real,,,,,,,
"ESTA QUE SE VAYA AL CARAJO ELLA NO PAGA LA MINISTRA DE EL PUEBLO QUE SE VAYA A SU PINCHE PUEBLO VIEJA TIBIA ,AQUI NO ESTOS ASIENDO SE MILLONARIOS DANDOSE LA GRAN VIDA Y QUIENES PAGAMOS A LA CHINGADA NO MEXICO YA BASTA HABRAN LOS OJOS NOS ESTAN CHINGANDO TODO Y NADA ARREGLAN",1,explicita,real,,,,,,,
Voto que genera debate Lenia Batres vota contra ampliar cobertura a menores con discapacidad. Argumenta falta de capacidad del IMSS. La decisión divide opiniones. #México #IMSS,0,neutro o no misogino,real,,,,,,,
"La Ministra Lenia Batres defendió el rechazo a la declaratoria general de inconstitucionalidad del artículo 42, fracción II, del Reglamento de Prestaciones Médicas del IMSS, que excluye la entrega de anteojos, lentes de contacto, aparatos auditivos, implantes cocleares, así",0,neutro o no misogino,real,,,,,,,
Y se me hace poco.,0,neutro o no misogino,real,,,,,,,
PINCHI VIEJA CORRUPTA @USER HDP,1,explicita,real,,,,,,,
Pero se la mamaste al entrar a defenderlo pinches Priandejos,1,explicita,real,,,,,,,
NarcoGobierno @USER Mexican Narco government @USER @USER @USER and sons @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Rocha Moya #Drugs #Fentanyl #murder,0,neutro o no misogino,real,,,,,,,
@USER por más que explique es instead una señora sin educación sin principios simplemente le condonó a su hermano que el IMSS pagara los que debe y por eso no hay prótesis no hay lentes no hay medicinas,0,neutro o no misogino,real,,,,,,,
"Como todo lo que toca la transformación de cuarta, si analizan este tarado tiene la misma capacidad de lectura que @USER ambos se dedican a lo mismo a balbucear lo que les entregan por escrito y lo hacen mal.",1,explicita,real,,,,,,,
Que los miserables que votaron por ella lo disfruten!!! Eso y más se merecen!,0,neutro o no misogino,real,,,,,,,
No puede ser desgraciada....,1,explicita,real,,,,,,,
"Para eso la pusieron ahí, eso es lo que ""el pueblo"" mando dicen los chairos.",0,neutro o no misogino,real,,,,,,,
"Y la condonación de tu hermano @USER Chinga tu madre junto con Morena, la 4T y toda esa bola de puercos @USER , @USER , @USER , @USER , tranzas, vende patrias miserables ratas, eso es lo que son.",1,explicita,real,,,,,,,
@USER eres y serás #MinistraArrabaleraBatres,1,explicita,real,,,,,,,
La red de corrupción en los premios de calidad @USER @USER @USER @USER @USER @USER @USER #corrupcion #imss #medicamentos @USER @USER @USER #mentiras #mafia,0,neutro o no misogino,real,,,,,,,
Pinche viejaDesgraciada @USER chinga tu madre,1,explicita,real,,,,,,,
Hija de perra @USER,1,explicita,real,,,,,,,
"Que vieja tan espantosa, ignorante, vulgar y encima una de persona.",1,explicita,real,,,,,,,
"hdtptm todo por seguir chingando verdad, basura!!",1,explicita,real,,,,,,,
"¿Quién le dijo a la idiota que ella está facultada para determinar si existe o no capacidad financiera y material en el IMSS? No sólo es burra, es indolente, pero sobre todo una huevona corrupta e incapaz.",1,explicita,real,,,,,,,
"El humanismo mexicano de @USER , @USER y el @USER siempre cuidando a los más necesitados >Ya se la saben, Primero los pobres< Cínicos",0,neutro o no misogino,real,,,,,,,
Solo quiere decir una cosa: Que a la #MinistraDelPueblo @USER le tienen PÁNICO!! porque sea convertido en un referente de la verdadera justicia en México. Nunca se le había atacado tanto a un@ ministr@ como a ella y por obvias razones. Todo el apoyo a la GRAN MINISTRA,0,neutro o no misogino,real,,,,,,,
"No sé le desea el mal a nadie.pero espero que necesite algo de eso ,la atiendan en el imss o ISSSTE y se lo nieguen",0,neutro o no misogino,real,,,,,,,
De acuerdisimo contigo y además me causa .,0,neutro o no misogino,real,,,,,,,
"Si muero hay responsables desde @USER hasta @USER , @USER Ojo, mi mamá es de la tercera edad. @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER MORENA LUCRA CON LA DISCAPACIDAD.",0,neutro o no misogino,real,,,,,,,
Es la @USER pidió que ya no le dirán lentes,0,neutro o no misogino,real,,,,,,,
Lenia Batres votó en contra de obligar al IMSS a proveer implantes cocleares y prótesis a menores. La ministra argumentó falta de evidencia técnica y recursos. Toda la información aquí.,0,neutro o no misogino,real,,,,,,,
"¿QUE ONDA CON LENIA BATRES? SCJN obliga al IMSS a garantizar dispositivos médicos La ministra Lenia Batres votó en contra de que el IMSS esté obligado a proporcionar dispositivos como implantes, prótesis o aparatos auditivos Sin embargo, la Suprema Corte de Justicia de",0,neutro o no misogino,real,,,,,,,
Quisiera destacar la altura de miras de la ministra Lenia Batres Guadarrama en su calidad de jueza constitucional para expresarse en esta red social. Máximo respeto.,0,neutro o no misogino,real,,,,,,,
Primero los Batres,0,neutro o no misogino,real,,,,,,,
Habla a lo pendejo éste chairo maiceado,1,explicita,real,,,,,,,
"¿Ministra del Pueblo? Lenia Batres rechaza proyecto que garantiza insumos para personas con discapacidad @USER votó en contra de una resolución que solicita al IMSS la entrega de lentes, aparatos auditivos, prótesis y otros apoyos médicos a niñas, niños y",0,neutro o no misogino,real,,,,,,,
CORRUPTA la hija de su burra madre @USER,1,explicita,real,,,,,,,
Le vale madre. Hasta la burra de @USER les negó la posibilidad de que el IMSS les proporcione protesis a los niños. Son unos miserables.,1,explicita,real,,,,,,,
"Gracias Yasmin por proteger a los niños y a los adultos mayores mexicanos, que son los que más lo necesitan! En cambio la Lenia Batres fue la insensata desgraciada miserable que votó en Contra! Lenia Batres en contra de esta declaratoria de inconstitucionalidad! Tomen nota!",1,explicita,real,,,,,,,
Si eso eres... una pendejo hijo de puta...,1,explicita,real,,,,,,,
"Esa es la que ha luchado hasta lo ridículo para llamarse la MINISTRA DEL PUEBLO? es la MINISTRA DE PRIMERO MORENA Y SUS INTERESES , primero su hermano MARTI BATRES Y LUEGO EL PUEBLO QUE DICE DEFENDER, ya vieron qe fue mentira que esta del lado del pueblo?",1,explicita,real,,,,,,,
Chinga tu madre puta @USER Eres una corrupta como lo fue tu madre y tu padre de ahí aprendiste a ser la basura que eres,1,explicita,real,,,,,,,
"Lenia Batres frena cobro por casi 6 mil mdp en impuestos al ISSSTE, dirigido por su hermano.....",0,neutro o no misogino,real,,,,,,,
"Lenia Batres votó en contra de que el IMSS otorgue lentes, aparatos auditivos, prótesis y otros dispositivos médicos a menores con discapacidad #RevistaÚnica #Lenia #Ministra #IMSS #protesis",0,neutro o no misogino,real,,,,,,,
Considera que aprovecha el regalo de Lenia Batres (#SCJN) a Marti Batres (#ISSSTE) y espera que #Morena le tape y apoye con su torpeza y corrupción.,1,explicita,real,,,,,,,
"Lenia Batres ""La Ministra Anti pueblo""",0,neutro o no misogino,real,,,,,,,
@USER @USER Los observa y vigila @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER _ @USER @USER,0,neutro o no misogino,real,,,,,,,
Y si le cobran a la rata de @USER lo que la ministra burra @USER le perdono?,1,explicita,real,,,,,,,
"No!! Claro…. Sin embargo qué tal como NARCOPOLITICAS, HUACHICOLERAS y corruptas… claro que si… o que, segalmex, la casa gris, el tren maya ?? Por nombrar algunos",1,explicita,real,,,,,,,
"BAIA BAIA BAIA... La ""ministra del pueblo” (Lenia Batres) odia tanto al pueblo, que vota para que NO reciba ayuda. Pero eso pasa cuando le creen a los ignorantes resentidos. USTEDES que votaron por ellos, son quienes terminan más afectados. Disfruten vigorosamente lo votado",0,neutro o no misogino,real,,,,,,,
"¿Qué saben de que hay pánico en el convento de las morenistas descalzas? ""Quesque"" por unas listas que soltó Trump.",0,neutro o no misogino,real,,,,,,,
Es un robo a los patrones que pagamos ese servicio que solo sirve para que regalen y roben,0,neutro o no misogino,real,,,,,,,
Esto que pinche burra hija de puta Pinche vergüenza tener una hija de puta como tu en la Suprema Corte junto con otras y otros pendejos Chinguen asu puta madre y que les de diarrea explosiva,1,explicita,real,,,,,,,
Pinche gata de vecindad,1,explicita,real,,,,,,,
Pero está estúpida NOOO sabe lo que hace!!!!,0,neutro o no misogino,real,,,,,,,
. Por que ser que la que se hace llamar “la ministra del pueblo” @USER no permite (tiene bloqueado) que el pueblo le pregunte ???,0,neutro o no misogino,real,,,,,,,
@USER .. espero que el Karma te alcance..,0,neutro o no misogino,real,,,,,,,
"Ahora están arriba, pero les va a tocar estar abajo o en la sombra, el Pueblo bueno se las va a cobrar todas juntas.",0,neutro o no misogino,real,,,,,,,
@USER #MinistraArrabaleraBatres eres una #BasuraIInfrahumana,1,explicita,real,,,,,,,
Otra MALDITA MISERABLE...,1,explicita,real,,,,,,,
Las fiscalías es lo mejor que saben hacer golpear.agredir hacerlos que se declaren culpables a golpes y torturas. Que paso @USER acaso estás apoyando ese actuar de las fiscalías no me hagas persar que eres igual que todos,0,neutro o no misogino,real,,,,,,,
"El resentimiento es mucho, después de ser una tinterilla, a convertirse en ministro de la corte por el dedaso de amlo, qué se puede esperar de una .ujerzuela que vivió en una vecindad? @USER",0,neutro o no misogino,real,,,,,,,
"Ya alguna vez cuando hubo misistros de verdad, le explicaron a esta burra que las decisiones de la corte no se basaban en dinero, sino en legalidad y constitucinalidad",1,explicita,real,,,,,,,
Empiezo a sentirme muy feliz,0,neutro o no misogino,real,,,,,,,
Sino tienen ni alcohol......,0,neutro o no misogino,real,,,,,,,
jajaja la hija de su re ptisima madre ?,1,explicita,real,,,,,,,
@USER Dice que no le entendimos a su discurso y que no tenemos idea de lo que se discutía.,0,neutro o no misogino,real,,,,,,,
